disco,date,band,collection_naira
IBEDC,01/02/2022,band_c,923856954.6
IBEDC,01/02/2022,band_d,726936002.8
IBEDC,01/02/2022,band_e,475881195
IBEDC,01/03/2022,lifeline,7991805.463
IBEDC,01/03/2022,band_a,3706636788
IBEDC,01/03/2022,band_b,1288516851
IBEDC,01/03/2022,band_c,854478811.1
IBEDC,01/03/2022,band_d,719463789.9
IBEDC,01/03/2022,band_e,493658152.2
IBEDC,01/04/2022,lifeline,6783144.695
IBEDC,01/04/2022,band_a,3706070725
IBEDC,01/04/2022,band_b,1308842135
IBEDC,01/04/2022,band_c,921410433.4
IBEDC,01/04/2022,band_d,743725016.7
IBEDC,01/04/2022,band_e,513423352.8
IBEDC,01/05/2022,lifeline,7450230.671
IBEDC,01/05/2022,band_a,3734910431
IBEDC,01/05/2022,band_b,1214567098
IBEDC,01/05/2022,band_c,825243337.3
IBEDC,01/05/2022,band_d,739205017.4
IBEDC,01/05/2022,band_e,490875862.8
IBEDC,01/06/2022,lifeline,9174598.534
IBEDC,01/06/2022,band_a,3634016546
IBEDC,01/06/2022,band_b,1121194944
IBEDC,01/06/2022,band_c,917765583
IBEDC,01/06/2022,band_d,855611556.7
IBEDC,01/06/2022,band_e,490760162.9
IBEDC,01/07/2022,lifeline,8595507.236
IBEDC,01/07/2022,band_a,3989878019
IBEDC,01/07/2022,band_b,1343224941
IBEDC,01/07/2022,band_c,1045303848
IBEDC,01/07/2022,band_d,1035150701
IBEDC,01/07/2022,band_e,634731757.4
IBEDC,01/08/2022,lifeline,9877482.241
IBEDC,01/08/2022,band_a,3838602512
IBEDC,01/08/2022,band_b,1450314507
IBEDC,01/08/2022,band_c,1060505888
IBEDC,01/08/2022,band_d,1041722094
IBEDC,01/08/2022,band_e,609149089.3
IBEDC,01/09/2022,lifeline,8560541.738
IBEDC,01/09/2022,band_a,3648653191
IBEDC,01/09/2022,band_b,1319329583
IBEDC,01/09/2022,band_c,1014126211
IBEDC,01/09/2022,band_d,999192292.8
IBEDC,01/09/2022,band_e,512506252.1
IE,01/11/2020,lifeline,0
IE,01/11/2020,band_a,4361793850
IE,01/11/2020,band_b,1571271907
IE,01/11/2020,band_c,2877083980
IE,01/11/2020,band_d,1562351307
IE,01/11/2020,band_e,11055131.56
IE,01/12/2020,lifeline,0
IE,01/12/2020,band_a,4947051942
IE,01/12/2020,band_b,2111187476
IE,01/12/2020,band_c,2902381308
IE,01/12/2020,band_d,1649484892
IE,01/12/2020,band_e,62333600.78
IE,01/01/2021,lifeline,0
IE,01/01/2021,band_a,4423693830
IE,01/01/2021,band_b,2689864086
IE,01/01/2021,band_c,3273687954
IE,01/01/2021,band_d,1496183332
IE,01/01/2021,band_e,21404275.98
IE,01/02/2021,lifeline,0
IE,01/02/2021,band_a,5251514099
IE,01/02/2021,band_b,2151838137
IE,01/02/2021,band_c,4777922007
IE,01/02/2021,band_d,206324716.8
IE,01/02/2021,band_e,157867028
IE,01/03/2021,lifeline,0
IE,01/03/2021,band_a,4600323274
IE,01/03/2021,band_b,2096230468
IE,01/03/2021,band_c,3319430580
IE,01/03/2021,band_d,1733178065
IE,01/03/2021,band_e,19593288.15
IE,01/04/2021,lifeline,0
IE,01/04/2021,band_a,4952455618
IE,01/04/2021,band_b,2308846892
IE,01/04/2021,band_c,3041927054
IE,01/04/2021,band_d,1582726350
IE,01/04/2021,band_e,91262511.46
IE,01/05/2021,lifeline,0
IE,01/05/2021,band_a,5175432570
IE,01/05/2021,band_b,2389451583
IE,01/05/2021,band_c,3595806361
IE,01/05/2021,band_d,1788496111
IE,01/05/2021,band_e,72045739.02
IE,01/06/2021,lifeline,0
IE,01/06/2021,band_a,5074246158
IE,01/06/2021,band_b,2343870312
IE,01/06/2021,band_c,3733840761
IE,01/06/2021,band_d,1446188053
IE,01/06/2021,band_e,55445177.66
IE,01/07/2021,lifeline,0
IE,01/07/2021,band_a,4363160263
IE,01/07/2021,band_b,2722708666
IE,01/07/2021,band_c,4606579875
IE,01/07/2021,band_d,1142313702
IE,01/07/2021,band_e,11620467.35
IE,01/08/2021,lifeline,0
IE,01/08/2021,band_a,5240276589
IE,01/08/2021,band_b,2621062609
IE,01/08/2021,band_c,4266837927
IE,01/08/2021,band_d,1258104462
IE,01/08/2021,band_e,23138509.19
IE,01/09/2021,lifeline,0
IE,01/09/2021,band_a,4958898927
IE,01/09/2021,band_b,2597186519
IE,01/09/2021,band_c,4195466547
IE,01/09/2021,band_d,1159654990
IE,01/09/2021,band_e,24809503.6
IE,01/10/2021,lifeline,0
IE,01/10/2021,band_a,5277721690
IE,01/10/2021,band_b,2743597415
IE,01/10/2021,band_c,4321568183
IE,01/10/2021,band_d,1224490576
IE,01/10/2021,band_e,24183953.9
IE,01/11/2021,lifeline,0
IE,01/11/2021,band_a,5243145761
IE,01/11/2021,band_b,2762399271
IE,01/11/2021,band_c,4511835221
IE,01/11/2021,band_d,1280542304
IE,01/11/2021,band_e,33378030.02
IE,01/12/2021,lifeline,0
IE,01/12/2021,band_a,5491693967
IE,01/12/2021,band_b,2963742382
IE,01/12/2021,band_c,5545374338
IE,01/12/2021,band_d,881626810
IE,01/12/2021,band_e,10949838
IE,01/01/2022,lifeline,0
IE,01/01/2022,band_a,5605571162
IE,01/01/2022,band_b,2878356326
IE,01/01/2022,band_c,3839298986
IE,01/01/2022,band_d,1695852078
IE,01/01/2022,band_e,23499285.33
IE,01/02/2022,lifeline,0
IE,01/02/2022,band_a,5622574858
IE,01/02/2022,band_b,2650853881
IE,01/02/2022,band_c,3560608287
IE,01/02/2022,band_d,1720385566
IE,01/02/2022,band_e,259218611.2
IE,01/03/2022,lifeline,0
IE,01/03/2022,band_a,5286090456
IE,01/03/2022,band_b,2459375642
IE,01/03/2022,band_c,3177717296
IE,01/03/2022,band_d,1608596952
IE,01/03/2022,band_e,409039686
IE,01/04/2022,lifeline,0
IE,01/04/2022,band_a,3569858901
IE,01/04/2022,band_b,985564330
IE,01/04/2022,band_c,6175766409
IE,01/04/2022,band_d,1280638936
IE,01/04/2022,band_e,665189807.4
IE,01/05/2022,lifeline,0
IE,01/05/2022,band_a,5224189880
IE,01/05/2022,band_b,2658277601
IE,01/05/2022,band_c,2961944825
IE,01/05/2022,band_d,1488853973
IE,01/05/2022,band_e,616602408
IE,01/06/2022,lifeline,0
IE,01/06/2022,band_a,4189315647
IE,01/06/2022,band_b,2335770723
IE,01/06/2022,band_c,3209874091
IE,01/06/2022,band_d,1372454868
IE,01/06/2022,band_e,19055154.12
IE,01/07/2022,lifeline,0
IE,01/07/2022,band_a,4856505807
IE,01/07/2022,band_b,2481473442
IE,01/07/2022,band_c,3118415760
IE,01/07/2022,band_d,1671301618
IE,01/07/2022,band_e,845212365.9
IE,01/08/2022,lifeline,0
IE,01/08/2022,band_a,5499341069
IE,01/08/2022,band_b,2913975224
IE,01/08/2022,band_c,4124649278
IE,01/08/2022,band_d,1742635435
IE,01/08/2022,band_e,441493962
IE,01/09/2022,lifeline,0
IE,01/09/2022,band_a,5064650549
IE,01/09/2022,band_b,2986051582
IE,01/09/2022,band_c,4184157445
IE,01/09/2022,band_d,1571080551
IE,01/09/2022,band_e,630773967
JEDC,01/11/2020,lifeline,2334929.02
JEDC,01/11/2020,band_a,650741526.9
JEDC,01/11/2020,band_b,292703836.8
JEDC,01/11/2020,band_c,174997709.6
JEDC,01/11/2020,band_d,343075800.4
JEDC,01/11/2020,band_e,170566878.9
JEDC,01/12/2020,lifeline,2757342.08
JEDC,01/12/2020,band_a,873339690.3
JEDC,01/12/2020,band_b,347835542.4
JEDC,01/12/2020,band_c,205521607.2
JEDC,01/12/2020,band_d,362568883.8
JEDC,01/12/2020,band_e,194709599.3
JEDC,01/01/2021,lifeline,1841201
JEDC,01/01/2021,band_a,662635097.4
JEDC,01/01/2021,band_b,322515067.8
JEDC,01/01/2021,band_c,182969673.9
JEDC,01/01/2021,band_d,309041495.9
JEDC,01/01/2021,band_e,165631283.1
JEDC,01/02/2021,lifeline,2327800
JEDC,01/02/2021,band_a,540253712
JEDC,01/02/2021,band_b,323872552
JEDC,01/02/2021,band_c,185917171.9
JEDC,01/02/2021,band_d,328202904.6
JEDC,01/02/2021,band_e,183975305.4
JEDC,01/03/2021,lifeline,2551481
JEDC,01/03/2021,band_a,884871477.6
JEDC,01/03/2021,band_b,365047250
JEDC,01/03/2021,band_c,206924412.6
JEDC,01/03/2021,band_d,365261070.4
JEDC,01/03/2021,band_e,213591703.7
JEDC,01/04/2021,lifeline,2016770
JEDC,01/04/2021,band_a,866569971.5
JEDC,01/04/2021,band_b,320663817
JEDC,01/04/2021,band_c,165919526.7
JEDC,01/04/2021,band_d,335350559.2
JEDC,01/04/2021,band_e,188223529.3
JEDC,01/05/2021,lifeline,1831128.53
JEDC,01/05/2021,band_a,902843613.8
JEDC,01/05/2021,band_b,371725525
JEDC,01/05/2021,band_c,198697034.3
JEDC,01/05/2021,band_d,397062613.3
JEDC,01/05/2021,band_e,213608802.4
JEDC,01/06/2021,lifeline,1351803
JEDC,01/06/2021,band_a,918745123.6
JEDC,01/06/2021,band_b,343450267.1
JEDC,01/06/2021,band_c,174586484.6
JEDC,01/06/2021,band_d,388781852.8
JEDC,01/06/2021,band_e,205907070.9
JEDC,01/07/2021,lifeline,1702696
JEDC,01/07/2021,band_a,736115580.7
JEDC,01/07/2021,band_b,349806525.2
JEDC,01/07/2021,band_c,203221960
JEDC,01/07/2021,band_d,425396384.7
JEDC,01/07/2021,band_e,232355253.1
JEDC,01/08/2021,lifeline,1664397.5
JEDC,01/08/2021,band_a,1476576803
JEDC,01/08/2021,band_b,433037877.2
JEDC,01/08/2021,band_c,206923324.8
JEDC,01/08/2021,band_d,180882845.5
JEDC,01/08/2021,band_e,159263203.2
JEDC,01/09/2021,lifeline,1774414
JEDC,01/09/2021,band_a,831580329.2
JEDC,01/09/2021,band_b,621194073.2
JEDC,01/09/2021,band_c,347101704.5
JEDC,01/09/2021,band_d,69465010.31
JEDC,01/09/2021,band_e,25815685.58
JEDC,01/10/2021,lifeline,1858851
JEDC,01/10/2021,band_a,1030434217
JEDC,01/10/2021,band_b,667896218.2
JEDC,01/10/2021,band_c,365872422
JEDC,01/10/2021,band_d,76788331.68
JEDC,01/10/2021,band_e,29450654.76
JEDC,01/11/2021,lifeline,1955664
JEDC,01/11/2021,band_a,727525087.3
JEDC,01/11/2021,band_b,678115654.9
JEDC,01/11/2021,band_c,396538392.1
JEDC,01/11/2021,band_d,105567070.2
JEDC,01/11/2021,band_e,27954542.39
JEDC,01/12/2021,lifeline,2519260.625
JEDC,01/12/2021,band_a,1351119757
JEDC,01/12/2021,band_b,702025806.2
JEDC,01/12/2021,band_c,408492843
JEDC,01/12/2021,band_d,85400392.22
JEDC,01/12/2021,band_e,30826275.11
JEDC,01/01/2022,lifeline,2331999
JEDC,01/01/2022,band_a,919637020.6
JEDC,01/01/2022,band_b,323767383.6
JEDC,01/01/2022,band_c,247561342.5
JEDC,01/01/2022,band_d,332121603.9
JEDC,01/01/2022,band_e,26411802.78
JEDC,01/02/2022,lifeline,2199613
JEDC,01/02/2022,band_a,1512912351
JEDC,01/02/2022,band_b,371948604.7
JEDC,01/02/2022,band_c,251280287.9
JEDC,01/02/2022,band_d,89718420
JEDC,01/02/2022,band_e,30274060.83
JEDC,01/03/2022,lifeline,2171715
JEDC,01/03/2022,band_a,1607564023
JEDC,01/03/2022,band_b,448101910.8
JEDC,01/03/2022,band_c,262001205.9
JEDC,01/03/2022,band_d,106137099.2
JEDC,01/03/2022,band_e,28395233.81
JEDC,01/04/2022,lifeline,910755
JEDC,01/04/2022,band_a,1277613056
JEDC,01/04/2022,band_b,373278819.8
JEDC,01/04/2022,band_c,210470037
JEDC,01/04/2022,band_d,92713235.95
JEDC,01/04/2022,band_e,20182062.59
JEDC,01/05/2022,lifeline,7215
JEDC,01/05/2022,band_a,2005310695
JEDC,01/05/2022,band_b,421188124.2
JEDC,01/05/2022,band_c,235011868.6
JEDC,01/05/2022,band_d,100899370.7
JEDC,01/05/2022,band_e,21156768.51
JEDC,01/06/2022,lifeline,0
JEDC,01/06/2022,band_a,1205125188
JEDC,01/06/2022,band_b,345337855
JEDC,01/06/2022,band_c,197411397.3
JEDC,01/06/2022,band_d,87006529.52
JEDC,01/06/2022,band_e,15072166.92
JEDC,01/07/2022,lifeline,925
JEDC,01/07/2022,band_a,1686405247
JEDC,01/07/2022,band_b,411288693.1
JEDC,01/07/2022,band_c,233863731.8
JEDC,01/07/2022,band_d,93663330.12
JEDC,01/07/2022,band_e,6616194.868
JEDC,01/08/2022,lifeline,0
JEDC,01/08/2022,band_a,1503070912
JEDC,01/08/2022,band_b,457596313.6
JEDC,01/08/2022,band_c,277248631
JEDC,01/08/2022,band_d,90936147.09
JEDC,01/08/2022,band_e,7512778.812
JEDC,01/09/2022,lifeline,9250
JEDC,01/09/2022,band_a,1324632183
JEDC,01/09/2022,band_b,444891289.1
JEDC,01/09/2022,band_c,292907564.3
JEDC,01/09/2022,band_d,101833727.7
JEDC,01/09/2022,band_e,8998327.388
KE,01/11/2020,lifeline,3105039.816
KE,01/11/2020,band_a,1148500069
KE,01/11/2020,band_b,245835218.3
KE,01/11/2020,band_c,174625538.9
KE,01/11/2020,band_d,79719910.51
KE,01/11/2020,band_e,48214223.02
KE,01/12/2020,lifeline,909873.717
KE,01/12/2020,band_a,1088374334
KE,01/12/2020,band_b,270110605.8
KE,01/12/2020,band_c,174431766.9
KE,01/12/2020,band_d,101906316.2
KE,01/12/2020,band_e,64267103.09
KE,01/01/2021,lifeline,2189220.693
KE,01/01/2021,band_a,1587617206
KE,01/01/2021,band_b,387800073.6
KE,01/01/2021,band_c,279824547.7
KE,01/01/2021,band_d,173348213.5
KE,01/01/2021,band_e,101220738.4
KE,01/02/2021,lifeline,1979021.909
KE,01/02/2021,band_a,1479071514
KE,01/02/2021,band_b,349615381.9
KE,01/02/2021,band_c,209409802.6
KE,01/02/2021,band_d,149460558.1
KE,01/02/2021,band_e,91463721.72
KE,01/03/2021,lifeline,2113915.732
KE,01/03/2021,band_a,1586179401
KE,01/03/2021,band_b,343462208.8
KE,01/03/2021,band_c,230763896.2
KE,01/03/2021,band_d,150754627.9
KE,01/03/2021,band_e,105725950.5
KE,01/04/2021,lifeline,621781.341
KE,01/04/2021,band_a,1619421867
KE,01/04/2021,band_b,353202263.5
KE,01/04/2021,band_c,236617452.4
KE,01/04/2021,band_d,147570146.8
KE,01/04/2021,band_e,99566489.14
KE,01/05/2021,lifeline,443778.4451
KE,01/05/2021,band_a,1592074228
KE,01/05/2021,band_b,303923822.3
KE,01/05/2021,band_c,210728315.7
KE,01/05/2021,band_d,127567105.7
KE,01/05/2021,band_e,92262750.23
KE,01/06/2021,lifeline,137398.9301
KE,01/06/2021,band_a,1560342482
KE,01/06/2021,band_b,358790402.7
KE,01/06/2021,band_c,221266033.5
KE,01/06/2021,band_d,134929438.1
KE,01/06/2021,band_e,97534244.67
KE,01/07/2021,lifeline,107708.5229
KE,01/07/2021,band_a,1824353861
KE,01/07/2021,band_b,355078387.3
KE,01/07/2021,band_c,240941498.4
KE,01/07/2021,band_d,126981112.7
KE,01/07/2021,band_e,79537432.01
KE,01/08/2021,lifeline,345006.3267
KE,01/08/2021,band_a,1668581987
KE,01/08/2021,band_b,317964848.9
KE,01/08/2021,band_c,260740794.3
KE,01/08/2021,band_d,120339318.6
KE,01/08/2021,band_e,92050808.42
KE,01/09/2021,lifeline,474113.384
KE,01/09/2021,band_a,1703337917
KE,01/09/2021,band_b,351879413.9
KE,01/09/2021,band_c,210341511.9
KE,01/09/2021,band_d,130312850
KE,01/09/2021,band_e,95421248.99
KE,01/10/2021,lifeline,413250
KE,01/10/2021,band_a,1091437453
KE,01/10/2021,band_b,429394296.7
KE,01/10/2021,band_c,468234617.1
KE,01/10/2021,band_d,208441181.7
KE,01/10/2021,band_e,72477253.5
KE,01/11/2021,lifeline,761950
KE,01/11/2021,band_a,1574373636
KE,01/11/2021,band_b,466688963.1
KE,01/11/2021,band_c,557675079.4
KE,01/11/2021,band_d,225902014.9
KE,01/11/2021,band_e,89957079.13
KE,01/12/2021,lifeline,1014550
KE,01/12/2021,band_a,1585254009
KE,01/12/2021,band_b,464542701
KE,01/12/2021,band_c,519267263.9
KE,01/12/2021,band_d,230571341.1
KE,01/12/2021,band_e,86878854.01
KE,01/01/2022,lifeline,1172100
KE,01/01/2022,band_a,1298116300
KE,01/01/2022,band_b,434576331.5
KE,01/01/2022,band_c,532304365.5
KE,01/01/2022,band_d,253041362.2
KE,01/01/2022,band_e,102689617.1
KE,01/02/2022,lifeline,838655
KE,01/02/2022,band_a,1677039952
KE,01/02/2022,band_b,453243625.6
KE,01/02/2022,band_c,497682962.1
KE,01/02/2022,band_d,241417655.8
KE,01/02/2022,band_e,116037014.1
KE,01/03/2022,lifeline,832700
KE,01/03/2022,band_a,1250756657
KE,01/03/2022,band_b,393892320.3
KE,01/03/2022,band_c,385016302.3
KE,01/03/2022,band_d,187461590.9
KE,01/03/2022,band_e,60166332.24
KE,01/04/2022,lifeline,715300
KE,01/04/2022,band_a,1031549505
KE,01/04/2022,band_b,412432556.5
KE,01/04/2022,band_c,425623232.3
KE,01/04/2022,band_d,206340885
KE,01/04/2022,band_e,70836044.33
KE,01/05/2022,lifeline,502400
KE,01/05/2022,band_a,1309869172
KE,01/05/2022,band_b,434524945.7
KE,01/05/2022,band_c,403169817
KE,01/05/2022,band_d,231400137.1
KE,01/05/2022,band_e,78203422.92
KE,01/06/2022,lifeline,372100
KE,01/06/2022,band_a,1067260787
KE,01/06/2022,band_b,431601508
KE,01/06/2022,band_c,442154064
KE,01/06/2022,band_d,211053336.7
KE,01/06/2022,band_e,69797385.87
KE,01/07/2022,lifeline,446250
KE,01/07/2022,band_a,971643607.2
KE,01/07/2022,band_b,390900196.6
KE,01/07/2022,band_c,397260277.4
KE,01/07/2022,band_d,220541950.9
KE,01/07/2022,band_e,65096632.52
KE,01/08/2022,lifeline,1190570
KE,01/08/2022,band_a,1064927180
KE,01/08/2022,band_b,416913490.5
KE,01/08/2022,band_c,422229989.1
KE,01/08/2022,band_d,210988080.9
KE,01/08/2022,band_e,83141806.8
KE,01/09/2022,lifeline,994155.6
KE,01/09/2022,band_a,1083362456
KE,01/09/2022,band_b,428981103.4
KE,01/09/2022,band_c,436610362.7
KE,01/09/2022,band_d,197953281.8
KE,01/09/2022,band_e,85999103.6
KEDCO,01/11/2020,lifeline,5695700
KEDCO,01/11/2020,band_a,1839211259
KEDCO,01/11/2020,band_b,600448627.6
KEDCO,01/11/2020,band_c,1001277432
KEDCO,01/11/2020,band_d,406849623.6
KEDCO,01/11/2020,band_e,130686115
KEDCO,01/12/2020,lifeline,4849038
KEDCO,01/12/2020,band_a,1953837043
KEDCO,01/12/2020,band_b,685720785.5
KEDCO,01/12/2020,band_c,446798893.2
KEDCO,01/12/2020,band_d,492938841
KEDCO,01/12/2020,band_e,130361723.2
KEDCO,01/01/2021,lifeline,8431083
KEDCO,01/01/2021,band_a,2118106315
KEDCO,01/01/2021,band_b,469408603.4
KEDCO,01/01/2021,band_c,412228758.1
KEDCO,01/01/2021,band_d,369449568.3
KEDCO,01/01/2021,band_e,126009463.2
KEDCO,01/02/2021,lifeline,5988025
KEDCO,01/02/2021,band_a,2210429467
KEDCO,01/02/2021,band_b,463535595.2
KEDCO,01/02/2021,band_c,679056248.2
KEDCO,01/02/2021,band_d,439994071.6
KEDCO,01/02/2021,band_e,173555644.3
KEDCO,01/03/2021,lifeline,4812702
KEDCO,01/03/2021,band_a,2148467884
KEDCO,01/03/2021,band_b,775511244.6
KEDCO,01/03/2021,band_c,496544534.3
KEDCO,01/03/2021,band_d,333567014.5
KEDCO,01/03/2021,band_e,137380252.2
KEDCO,01/04/2021,lifeline,5365505.03
KEDCO,01/04/2021,band_a,1664745693
KEDCO,01/04/2021,band_b,812098225.9
KEDCO,01/04/2021,band_c,552262599.4
KEDCO,01/04/2021,band_d,419956988
KEDCO,01/04/2021,band_e,143320766.4
KEDCO,01/05/2021,lifeline,4260905
KEDCO,01/05/2021,band_a,2017843653
KEDCO,01/05/2021,band_b,790183398.8
KEDCO,01/05/2021,band_c,577037480.9
KEDCO,01/05/2021,band_d,383406633
KEDCO,01/05/2021,band_e,148148564
KEDCO,01/06/2021,lifeline,3697289
KEDCO,01/06/2021,band_a,2016193268
KEDCO,01/06/2021,band_b,707229166.1
KEDCO,01/06/2021,band_c,592005825.2
KEDCO,01/06/2021,band_d,363924541.8
KEDCO,01/06/2021,band_e,122990918.8
KEDCO,01/07/2021,lifeline,5531747
KEDCO,01/07/2021,band_a,1888392893
KEDCO,01/07/2021,band_b,633720036.6
KEDCO,01/07/2021,band_c,620555693.6
KEDCO,01/07/2021,band_d,405557826.1
KEDCO,01/07/2021,band_e,161875468
KEDCO,01/08/2021,lifeline,4332060
KEDCO,01/08/2021,band_a,2051168455
KEDCO,01/08/2021,band_b,646389204.5
KEDCO,01/08/2021,band_c,525321551.9
KEDCO,01/08/2021,band_d,341376052.5
KEDCO,01/08/2021,band_e,135819821.7
KEDCO,01/09/2021,lifeline,5468240
KEDCO,01/09/2021,band_a,1981611047
KEDCO,01/09/2021,band_b,697791123.7
KEDCO,01/09/2021,band_c,599458876.8
KEDCO,01/09/2021,band_d,413800689.5
KEDCO,01/09/2021,band_e,154881146.7
KEDCO,01/10/2021,lifeline,5398590
KEDCO,01/10/2021,band_a,1960269563
KEDCO,01/10/2021,band_b,890541264.4
KEDCO,01/10/2021,band_c,784245800.7
KEDCO,01/10/2021,band_d,479365456.7
KEDCO,01/10/2021,band_e,180848616.6
KEDCO,01/11/2021,lifeline,5398590
KEDCO,01/11/2021,band_a,1960269563
KEDCO,01/11/2021,band_b,916369797.7
KEDCO,01/11/2021,band_c,941438922.8
KEDCO,01/11/2021,band_d,577413675.4
KEDCO,01/11/2021,band_e,186046719.8
KEDCO,01/12/2021,lifeline,5398590
KEDCO,01/12/2021,band_a,2008885330
KEDCO,01/12/2021,band_b,722777437.6
KEDCO,01/12/2021,band_c,932481853
KEDCO,01/12/2021,band_d,568592569.3
KEDCO,01/12/2021,band_e,185183253.5
KEDCO,01/01/2022,lifeline,9653657
KEDCO,01/01/2022,band_a,2214170992
KEDCO,01/01/2022,band_b,722478837.2
KEDCO,01/01/2022,band_c,442980061.5
KEDCO,01/01/2022,band_d,422258731.9
KEDCO,01/01/2022,band_e,206556196.2
KEDCO,01/02/2022,lifeline,9381637
KEDCO,01/02/2022,band_a,2212445705
KEDCO,01/02/2022,band_b,736924946.9
KEDCO,01/02/2022,band_c,462751544.4
KEDCO,01/02/2022,band_d,445537246.3
KEDCO,01/02/2022,band_e,177147720.6
KEDCO,01/03/2022,lifeline,8072900
KEDCO,01/03/2022,band_a,2095773627
KEDCO,01/03/2022,band_b,588432100.8
KEDCO,01/03/2022,band_c,474280600.8
KEDCO,01/03/2022,band_d,375317005.3
KEDCO,01/03/2022,band_e,154574308.6
KEDCO,01/04/2022,lifeline,9103267
KEDCO,01/04/2022,band_a,1621209196
KEDCO,01/04/2022,band_b,621956617.7
KEDCO,01/04/2022,band_c,636063696.1
KEDCO,01/04/2022,band_d,402612673.8
KEDCO,01/04/2022,band_e,156266966.5
KEDCO,01/05/2022,lifeline,7788913
KEDCO,01/05/2022,band_a,1600899760
KEDCO,01/05/2022,band_b,526554210
KEDCO,01/05/2022,band_c,563806753.7
KEDCO,01/05/2022,band_d,385225979.1
KEDCO,01/05/2022,band_e,126592234.8
KEDCO,01/06/2022,lifeline,7940177
KEDCO,01/06/2022,band_a,1880657573
KEDCO,01/06/2022,band_b,651518470.5
KEDCO,01/06/2022,band_c,453235858.9
KEDCO,01/06/2022,band_d,385201011.9
KEDCO,01/06/2022,band_e,144247977.5
KEDCO,01/07/2022,lifeline,9600719
KEDCO,01/07/2022,band_a,2197459398
KEDCO,01/07/2022,band_b,730416196.3
KEDCO,01/07/2022,band_c,516982402.9
KEDCO,01/07/2022,band_d,481651690.7
KEDCO,01/07/2022,band_e,177879134.4
KEDCO,01/08/2022,lifeline,9346359
KEDCO,01/08/2022,band_a,2096331574
KEDCO,01/08/2022,band_b,851492164.7
KEDCO,01/08/2022,band_c,640716647.9
KEDCO,01/08/2022,band_d,437983291.6
KEDCO,01/08/2022,band_e,296965948.9
KEDCO,01/09/2022,lifeline,11211481
KEDCO,01/09/2022,band_a,1812375316
KEDCO,01/09/2022,band_b,1019426116
KEDCO,01/09/2022,band_c,522429917.7
KEDCO,01/09/2022,band_d,447409173.2
KEDCO,01/09/2022,band_e,177855954.7
PHEDC,01/11/2020,lifeline,243770
PHEDC,01/11/2020,band_a,1338485051
PHEDC,01/11/2020,band_b,831388953.1
PHEDC,01/11/2020,band_c,429995394
PHEDC,01/11/2020,band_d,736355073
PHEDC,01/11/2020,band_e,161790973.1
PHEDC,01/12/2020,lifeline,359105
PHEDC,01/12/2020,band_a,1061046417
PHEDC,01/12/2020,band_b,818047986.5
PHEDC,01/12/2020,band_c,307558334.1
PHEDC,01/12/2020,band_d,708192499.9
PHEDC,01/12/2020,band_e,232994956
PHEDC,01/01/2021,lifeline,579465
PHEDC,01/01/2021,band_a,1306321040
PHEDC,01/01/2021,band_b,807329069.2
PHEDC,01/01/2021,band_c,479417221.2
PHEDC,01/01/2021,band_d,726638760.3
PHEDC,01/01/2021,band_e,104260067.1
PHEDC,01/02/2021,lifeline,559455
PHEDC,01/02/2021,band_a,1491056580
PHEDC,01/02/2021,band_b,1008187198
PHEDC,01/02/2021,band_c,489047153.3
PHEDC,01/02/2021,band_d,807294238.1
PHEDC,01/02/2021,band_e,120258879.7
PHEDC,01/03/2021,lifeline,527450
PHEDC,01/03/2021,band_a,1528605883
PHEDC,01/03/2021,band_b,944161125.1
PHEDC,01/03/2021,band_c,545819052.4
PHEDC,01/03/2021,band_d,805070809.6
PHEDC,01/03/2021,band_e,119076678
PHEDC,01/04/2021,lifeline,763850
PHEDC,01/04/2021,band_a,1507829296
PHEDC,01/04/2021,band_b,900293035.7
PHEDC,01/04/2021,band_c,498033850.2
PHEDC,01/04/2021,band_d,753553076.1
PHEDC,01/04/2021,band_e,132284793
PHEDC,01/05/2021,lifeline,689230
PHEDC,01/05/2021,band_a,1005013986
PHEDC,01/05/2021,band_b,872760272.2
PHEDC,01/05/2021,band_c,766668819.8
PHEDC,01/05/2021,band_d,1052068812
PHEDC,01/05/2021,band_e,202220815.4
PHEDC,01/06/2021,lifeline,1243784.78
PHEDC,01/06/2021,band_a,968928427.7
PHEDC,01/06/2021,band_b,1005684507
PHEDC,01/06/2021,band_c,547375668.8
PHEDC,01/06/2021,band_d,1174586856
PHEDC,01/06/2021,band_e,172123287
PHEDC,01/07/2021,lifeline,1306792
PHEDC,01/07/2021,band_a,1430542127
PHEDC,01/07/2021,band_b,1072586199
PHEDC,01/07/2021,band_c,480849760.6
PHEDC,01/07/2021,band_d,963296570.1
PHEDC,01/07/2021,band_e,276137017.1
PHEDC,01/08/2021,lifeline,966818.1
PHEDC,01/08/2021,band_a,1119804774
PHEDC,01/08/2021,band_b,1116589136
PHEDC,01/08/2021,band_c,385803139.5
PHEDC,01/08/2021,band_d,1028803578
PHEDC,01/08/2021,band_e,304778015.4
PHEDC,01/09/2021,lifeline,837860
PHEDC,01/09/2021,band_a,1365397725
PHEDC,01/09/2021,band_b,911489905.8
PHEDC,01/09/2021,band_c,465396538.4
PHEDC,01/09/2021,band_d,1171684051
PHEDC,01/09/2021,band_e,154429824.3
PHEDC,01/10/2021,lifeline,37986433.03
PHEDC,01/10/2021,band_a,1539173569
PHEDC,01/10/2021,band_b,922773419.3
PHEDC,01/10/2021,band_c,422359660.8
