disco,date,band,energy_kwh
IBEDC,01/02/2022,band_b,33400654.77
IBEDC,01/02/2022,band_c,32414608.69
IBEDC,01/02/2022,band_d,44058430.96
IBEDC,01/02/2022,band_e,31515672.39
IBEDC,01/03/2022,lifeline,908321.9677
IBEDC,01/03/2022,band_a,65791626.15
IBEDC,01/03/2022,band_b,31248450.06
IBEDC,01/03/2022,band_c,32189935.44
IBEDC,01/03/2022,band_d,43282159.64
IBEDC,01/03/2022,band_e,27454470.75
IBEDC,01/04/2022,lifeline,1033983.383
IBEDC,01/04/2022,band_a,65538216.99
IBEDC,01/04/2022,band_b,32964552.93
IBEDC,01/04/2022,band_c,34311957.63
IBEDC,01/04/2022,band_d,46742631.17
IBEDC,01/04/2022,band_e,30899171.54
IBEDC,01/05/2022,lifeline,689023.1194
IBEDC,01/05/2022,band_a,71267653.24
IBEDC,01/05/2022,band_b,33645599.32
IBEDC,01/05/2022,band_c,32440795.79
IBEDC,01/05/2022,band_d,42159133.98
IBEDC,01/05/2022,band_e,28837487.39
IBEDC,01/06/2022,lifeline,878544.1312
IBEDC,01/06/2022,band_a,60876479.07
IBEDC,01/06/2022,band_b,25335544.23
IBEDC,01/06/2022,band_c,25727763.44
IBEDC,01/06/2022,band_d,37331931.6
IBEDC,01/06/2022,band_e,22486420.57
IBEDC,01/07/2022,lifeline,905391.3698
IBEDC,01/07/2022,band_a,67051060.44
IBEDC,01/07/2022,band_b,30263666.52
IBEDC,01/07/2022,band_c,31594691.71
IBEDC,01/07/2022,band_d,49067573.19
IBEDC,01/07/2022,band_e,30866953.96
IBEDC,01/08/2022,lifeline,1124054.949
IBEDC,01/08/2022,band_a,66211116.44
IBEDC,01/08/2022,band_b,30198205.55
IBEDC,01/08/2022,band_c,31685576.47
IBEDC,01/08/2022,band_d,53054006.24
IBEDC,01/08/2022,band_e,31159296.43
IBEDC,01/09/2022,lifeline,988207.9713
IBEDC,01/09/2022,band_a,64459321.53
IBEDC,01/09/2022,band_b,29876606.59
IBEDC,01/09/2022,band_c,31667171.1
IBEDC,01/09/2022,band_d,50571031.27
IBEDC,01/09/2022,band_e,30716346.9
IE,01/11/2020,lifeline,0
IE,01/11/2020,band_a,90800029.4
IE,01/11/2020,band_b,49488199.1
IE,01/11/2020,band_c,128036301
IE,01/11/2020,band_d,87663270
IE,01/11/2020,band_e,1115028.3
IE,01/12/2020,lifeline,0
IE,01/12/2020,band_a,92772085.8
IE,01/12/2020,band_b,56442098.1
IE,01/12/2020,band_c,127615533.5
IE,01/12/2020,band_d,83635013.4
IE,01/12/2020,band_e,1502926.1
IE,01/01/2021,lifeline,0
IE,01/01/2021,band_a,95925604.1
IE,01/01/2021,band_b,54494410
IE,01/01/2021,band_c,122400528.7
IE,01/01/2021,band_d,82259502
IE,01/01/2021,band_e,1728207
IE,01/02/2021,lifeline,0
IE,01/02/2021,band_a,91753065.4
IE,01/02/2021,band_b,51294651.7
IE,01/02/2021,band_c,128536285.5
IE,01/02/2021,band_d,72507615.7
IE,01/02/2021,band_e,1458213.4
IE,01/03/2021,lifeline,0
IE,01/03/2021,band_a,83408692.1
IE,01/03/2021,band_b,64187700.98
IE,01/03/2021,band_c,122433780.9
IE,01/03/2021,band_d,86829662.58
IE,01/03/2021,band_e,1307706.5
IE,01/04/2021,lifeline,0
IE,01/04/2021,band_a,83467278.3
IE,01/04/2021,band_b,61244461.3
IE,01/04/2021,band_c,108495664.2
IE,01/04/2021,band_d,79175786.8
IE,01/04/2021,band_e,1135940.4
IE,01/05/2021,lifeline,0
IE,01/05/2021,band_a,87217549.8
IE,01/05/2021,band_b,63937431.3
IE,01/05/2021,band_c,111340515.5
IE,01/05/2021,band_d,86915229.5
IE,01/05/2021,band_e,1447949.4
IE,01/06/2021,lifeline,0
IE,01/06/2021,band_a,80336627
IE,01/06/2021,band_b,55132526.2
IE,01/06/2021,band_c,101205532.7
IE,01/06/2021,band_d,79370408.2
IE,01/06/2021,band_e,1390337
IE,01/07/2021,lifeline,0
IE,01/07/2021,band_a,80405204.1
IE,01/07/2021,band_b,56743923
IE,01/07/2021,band_c,104654365.4
IE,01/07/2021,band_d,83052818.6
IE,01/07/2021,band_e,1705045.5
IE,01/08/2021,lifeline,0
IE,01/08/2021,band_a,89616970.4
IE,01/08/2021,band_b,56681209.9
IE,01/08/2021,band_c,109717084
IE,01/08/2021,band_d,77301166.7
IE,01/08/2021,band_e,1149000.8
IE,01/09/2021,lifeline,0
IE,01/09/2021,band_a,84035884.4
IE,01/09/2021,band_b,54301932.07
IE,01/09/2021,band_c,103989150.5
IE,01/09/2021,band_d,64779050
IE,01/09/2021,band_e,799328
IE,01/10/2021,lifeline,0
IE,01/10/2021,band_a,85354197.6
IE,01/10/2021,band_b,58052715.9
IE,01/10/2021,band_c,111497953.8
IE,01/10/2021,band_d,80306152.5
IE,01/10/2021,band_e,1480601.1
IE,01/11/2021,lifeline,0
IE,01/11/2021,band_a,83971603.1
IE,01/11/2021,band_b,56670561.3
IE,01/11/2021,band_c,115310854.4
IE,01/11/2021,band_d,70208847.7
IE,01/11/2021,band_e,895781.6
IE,01/12/2021,lifeline,0
IE,01/12/2021,band_a,87893040
IE,01/12/2021,band_b,61676347
IE,01/12/2021,band_c,121277302
IE,01/12/2021,band_d,79718503
IE,01/12/2021,band_e,1443130
IE,01/01/2022,lifeline,0
IE,01/01/2022,band_a,91850182.6
IE,01/01/2022,band_b,56044448.7
IE,01/01/2022,band_c,97132725.5
IE,01/01/2022,band_d,79706293.4
IE,01/01/2022,band_e,23805336.3
IE,01/02/2022,lifeline,0
IE,01/02/2022,band_a,83116337.4
IE,01/02/2022,band_b,51211423.8
IE,01/02/2022,band_c,87619002.4
IE,01/02/2022,band_d,55278889.5
IE,01/02/2022,band_e,22241163.8
IE,01/03/2022,lifeline,0
IE,01/03/2022,band_a,80680676
IE,01/03/2022,band_b,47059043
IE,01/03/2022,band_c,66964261
IE,01/03/2022,band_d,51104636
IE,01/03/2022,band_e,28559869
IE,01/04/2022,lifeline,0
IE,01/04/2022,band_a,76008419.5
IE,01/04/2022,band_b,45710264
IE,01/04/2022,band_c,71931657.1
IE,01/04/2022,band_d,56396417.2
IE,01/04/2022,band_e,24530648.3
IE,01/05/2022,lifeline,0
IE,01/05/2022,band_a,82849910.8
IE,01/05/2022,band_b,55504937.8
IE,01/05/2022,band_c,66757757.7
IE,01/05/2022,band_d,55797535.7
IE,01/05/2022,band_e,25442877.4
IE,01/06/2022,lifeline,0
IE,01/06/2022,band_a,67066319.1
IE,01/06/2022,band_b,35841232.5
IE,01/06/2022,band_c,55075146.2
IE,01/06/2022,band_d,48161611.8
IE,01/06/2022,band_e,28601533.8
IE,01/07/2022,lifeline,0
IE,01/07/2022,band_a,73729837.1
IE,01/07/2022,band_b,45241511.7
IE,01/07/2022,band_c,71671991
IE,01/07/2022,band_d,56747177.7
IE,01/07/2022,band_e,30617560.7
IE,01/08/2022,lifeline,0
IE,01/08/2022,band_a,79683569
IE,01/08/2022,band_b,55113531
IE,01/08/2022,band_c,99420950
IE,01/08/2022,band_d,61748701
IE,01/08/2022,band_e,17908302
IE,01/09/2022,lifeline,0
IE,01/09/2022,band_a,82131888
IE,01/09/2022,band_b,57068630
IE,01/09/2022,band_c,100150609
IE,01/09/2022,band_d,55355539
IE,01/09/2022,band_e,27857363
JEDC,01/11/2020,lifeline,251494
JEDC,01/11/2020,band_a,21980520.8
JEDC,01/11/2020,band_b,13714341.7
JEDC,01/11/2020,band_c,7672188.7
JEDC,01/11/2020,band_d,14918358.4
JEDC,01/11/2020,band_e,10313729.3
JEDC,01/12/2020,lifeline,248796.2
JEDC,01/12/2020,band_a,23667791
JEDC,01/12/2020,band_b,14655714.6
JEDC,01/12/2020,band_c,8678258.8
JEDC,01/12/2020,band_d,15117332.43
JEDC,01/12/2020,band_e,11392802.23
JEDC,01/01/2021,lifeline,314270
JEDC,01/01/2021,band_a,22721346
JEDC,01/01/2021,band_b,14313391
JEDC,01/01/2021,band_c,8573382
JEDC,01/01/2021,band_d,14819150
JEDC,01/01/2021,band_e,10810545
JEDC,01/02/2021,lifeline,269562
JEDC,01/02/2021,band_a,20413077
JEDC,01/02/2021,band_b,13115621
JEDC,01/02/2021,band_c,7743940
JEDC,01/02/2021,band_d,15275410
JEDC,01/02/2021,band_e,10996425
JEDC,01/03/2021,lifeline,306150
JEDC,01/03/2021,band_a,21663854
JEDC,01/03/2021,band_b,12870497
JEDC,01/03/2021,band_c,7342038
JEDC,01/03/2021,band_d,15027960
JEDC,01/03/2021,band_e,12840481
JEDC,01/04/2021,lifeline,271044
JEDC,01/04/2021,band_a,23965626
JEDC,01/04/2021,band_b,12547746
JEDC,01/04/2021,band_c,8494029
JEDC,01/04/2021,band_d,15450468
JEDC,01/04/2021,band_e,12644428
JEDC,01/05/2021,lifeline,271974
JEDC,01/05/2021,band_a,27619662
JEDC,01/05/2021,band_b,14729121
JEDC,01/05/2021,band_c,10004612
JEDC,01/05/2021,band_d,21435949
JEDC,01/05/2021,band_e,17008832
JEDC,01/06/2021,lifeline,302427
JEDC,01/06/2021,band_a,25795210
JEDC,01/06/2021,band_b,13659748
JEDC,01/06/2021,band_c,7989780
JEDC,01/06/2021,band_d,18073172
JEDC,01/06/2021,band_e,15664958
JEDC,01/07/2021,lifeline,255488.3
JEDC,01/07/2021,band_a,26621773.5
JEDC,01/07/2021,band_b,13060677.9
JEDC,01/07/2021,band_c,7982611.6
JEDC,01/07/2021,band_d,18583110.4
JEDC,01/07/2021,band_e,11599424.3
JEDC,01/08/2021,lifeline,241861.8
JEDC,01/08/2021,band_a,29930826.4
JEDC,01/08/2021,band_b,16391132.6
JEDC,01/08/2021,band_c,11064017.7
JEDC,01/08/2021,band_d,18909196.8
JEDC,01/08/2021,band_e,11812746.8
JEDC,01/09/2021,lifeline,241571.1
JEDC,01/09/2021,band_a,28677685.1
JEDC,01/09/2021,band_b,27742706.5
JEDC,01/09/2021,band_c,20791908
JEDC,01/09/2021,band_d,5095455.6
JEDC,01/09/2021,band_e,1861974.7
JEDC,01/10/2021,lifeline,271614.9
JEDC,01/10/2021,band_a,27102756.7
JEDC,01/10/2021,band_b,29903313.3
JEDC,01/10/2021,band_c,21856787.4
JEDC,01/10/2021,band_d,5938463.7
JEDC,01/10/2021,band_e,1783464
JEDC,01/11/2021,lifeline,246448.6
JEDC,01/11/2021,band_a,29177095.1
JEDC,01/11/2021,band_b,30521105
JEDC,01/11/2021,band_c,21885057
JEDC,01/11/2021,band_d,6030696.8
JEDC,01/11/2021,band_e,2073222.7
JEDC,01/12/2021,lifeline,299456.9
JEDC,01/12/2021,band_a,30160468.9
JEDC,01/12/2021,band_b,32163240.4
JEDC,01/12/2021,band_c,21820867.9
JEDC,01/12/2021,band_d,6053827.2
JEDC,01/12/2021,band_e,2405011.1
JEDC,01/01/2022,lifeline,231006.3
JEDC,01/01/2022,band_a,47150135.6
JEDC,01/01/2022,band_b,20856361.4
JEDC,01/01/2022,band_c,17960945.6
JEDC,01/01/2022,band_d,13992905.2
JEDC,01/01/2022,band_e,2527686
JEDC,01/02/2022,lifeline,0
JEDC,01/02/2022,band_a,52477835.8
JEDC,01/02/2022,band_b,19863840.1
JEDC,01/02/2022,band_c,15361278.7
JEDC,01/02/2022,band_d,6302627.3
JEDC,01/02/2022,band_e,2394702
JEDC,01/03/2022,lifeline,231234
JEDC,01/03/2022,band_a,41468095
JEDC,01/03/2022,band_b,16973926
JEDC,01/03/2022,band_c,13901269
JEDC,01/03/2022,band_d,6691725
JEDC,01/03/2022,band_e,2378520
JEDC,01/04/2022,lifeline,206136
JEDC,01/04/2022,band_a,50804077.3
JEDC,01/04/2022,band_b,18201652.2
JEDC,01/04/2022,band_c,15477063.2
JEDC,01/04/2022,band_d,7293598.8
JEDC,01/04/2022,band_e,1453628
JEDC,01/05/2022,lifeline,1814.1
JEDC,01/05/2022,band_a,52689596.6
JEDC,01/05/2022,band_b,19143210
JEDC,01/05/2022,band_c,12691903.2
JEDC,01/05/2022,band_d,6085595.5
JEDC,01/05/2022,band_e,1303426.4
JEDC,01/06/2022,lifeline,0
JEDC,01/06/2022,band_a,46917713.3
JEDC,01/06/2022,band_b,17134807.4
JEDC,01/06/2022,band_c,11965022.3
JEDC,01/06/2022,band_d,5189738.4
JEDC,01/06/2022,band_e,946934.6
JEDC,01/07/2022,lifeline,232.6
JEDC,01/07/2022,band_a,42910724.1
JEDC,01/07/2022,band_b,19498924.5
JEDC,01/07/2022,band_c,14101558.4
JEDC,01/07/2022,band_d,7216536.7
JEDC,01/07/2022,band_e,780664
JEDC,01/08/2022,lifeline,650
JEDC,01/08/2022,band_a,40865284.8
JEDC,01/08/2022,band_b,20858773.3
JEDC,01/08/2022,band_c,14788589.9
JEDC,01/08/2022,band_d,6676084.3
JEDC,01/08/2022,band_e,709833
JEDC,01/09/2022,lifeline,650
JEDC,01/09/2022,band_a,40167450.8
JEDC,01/09/2022,band_b,21419308.9
JEDC,01/09/2022,band_c,18558219.4
JEDC,01/09/2022,band_d,8927029.7
JEDC,01/09/2022,band_e,682527.9
KE,01/11/2020,lifeline,732098.55
KE,01/11/2020,band_a,71240791.17
KE,01/11/2020,band_b,19081312.96
KE,01/11/2020,band_c,16124367.44
KE,01/11/2020,band_d,10754611.01
KE,01/11/2020,band_e,5963128.08
KE,01/12/2020,lifeline,728784
KE,01/12/2020,band_a,76409688.78
KE,01/12/2020,band_b,25527594.69
KE,01/12/2020,band_c,20826805.91
KE,01/12/2020,band_d,15388997.67
KE,01/12/2020,band_e,10241831.31
KE,01/01/2021,lifeline,1506458.16
KE,01/01/2021,band_a,72180146.84
KE,01/01/2021,band_b,25838237.88
KE,01/01/2021,band_c,18875502.78
KE,01/01/2021,band_d,16192677.43
KE,01/01/2021,band_e,10053556.8
KE,01/02/2021,lifeline,1106302.95
KE,01/02/2021,band_a,70243392.81
KE,01/02/2021,band_b,24780485.18
KE,01/02/2021,band_c,19845802.27
KE,01/02/2021,band_d,14782877.14
KE,01/02/2021,band_e,7853958.15
KE,01/03/2021,lifeline,1048913.44
KE,01/03/2021,band_a,64961361.83
KE,01/03/2021,band_b,21737354.35
KE,01/03/2021,band_c,18558757.6
KE,01/03/2021,band_d,14740744.12
KE,01/03/2021,band_e,8465162.87
KE,01/04/2021,lifeline,85347.51
KE,01/04/2021,band_a,77479553.47
KE,01/04/2021,band_b,24475434.67
KE,01/04/2021,band_c,22415785.96
KE,01/04/2021,band_d,16508135.19
KE,01/04/2021,band_e,9285782.04
KE,01/05/2021,lifeline,105517.08
KE,01/05/2021,band_a,77371113.32
KE,01/05/2021,band_b,27606961.19
KE,01/05/2021,band_c,26824509.01
KE,01/05/2021,band_d,15622154.33
KE,01/05/2021,band_e,8782108.55
KE,01/06/2021,lifeline,95342.85
KE,01/06/2021,band_a,70797257.35
KE,01/06/2021,band_b,27458680.06
KE,01/06/2021,band_c,24329333.32
KE,01/06/2021,band_d,16223754.44
KE,01/06/2021,band_e,8280593.1
KE,01/07/2021,lifeline,114025.34
KE,01/07/2021,band_a,73240027.48
KE,01/07/2021,band_b,24146397.93
KE,01/07/2021,band_c,21128515.59
KE,01/07/2021,band_d,13952334.78
KE,01/07/2021,band_e,6583508.94
KE,01/08/2021,lifeline,118268.72
KE,01/08/2021,band_a,69921613.5
KE,01/08/2021,band_b,26253570.63
KE,01/08/2021,band_c,22526406.98
KE,01/08/2021,band_d,14520314.09
KE,01/08/2021,band_e,8679420.04
KE,01/09/2021,lifeline,120482.17
KE,01/09/2021,band_a,77144464.31
KE,01/09/2021,band_b,25404100.7
KE,01/09/2021,band_c,22280191.22
KE,01/09/2021,band_d,15487149.67
KE,01/09/2021,band_e,7801712.82
KE,01/10/2021,lifeline,125787.95
KE,01/10/2021,band_a,48263807.05
KE,01/10/2021,band_b,37401929.6
KE,01/10/2021,band_c,31694710
KE,01/10/2021,band_d,28241799.65
KE,01/10/2021,band_e,13082930.85
KE,01/11/2021,lifeline,97538.24
KE,01/11/2021,band_a,50441878.81
KE,01/11/2021,band_b,36478710.57
KE,01/11/2021,band_c,31741561.78
KE,01/11/2021,band_d,29753558.51
KE,01/11/2021,band_e,13637837.23
KE,01/12/2021,lifeline,98202.95
KE,01/12/2021,band_a,44976478.83
KE,01/12/2021,band_b,34655815.5
KE,01/12/2021,band_c,30721584.53
KE,01/12/2021,band_d,30077478.54
KE,01/12/2021,band_e,14904505.62
KE,01/01/2022,lifeline,195.62
KE,01/01/2022,band_a,53650359.53
KE,01/01/2022,band_b,35584928.61
KE,01/01/2022,band_c,38271993.69
KE,01/01/2022,band_d,26777566.23
KE,01/01/2022,band_e,14080532.72
KE,01/02/2022,lifeline,2302.25
KE,01/02/2022,band_a,48577331.57
KE,01/02/2022,band_b,36417975.35
KE,01/02/2022,band_c,34757843.29
KE,01/02/2022,band_d,24347556.19
KE,01/02/2022,band_e,11517286.06
KE,01/03/2022,lifeline,0
KE,01/03/2022,band_a,49462497.96
KE,01/03/2022,band_b,29940333.63
KE,01/03/2022,band_c,32413469.43
KE,01/03/2022,band_d,23092393.73
KE,01/03/2022,band_e,10332598.58
KE,01/04/2022,lifeline,0
KE,01/04/2022,band_a,51025757.72
KE,01/04/2022,band_b,33747771.31
KE,01/04/2022,band_c,35419324.4
KE,01/04/2022,band_d,23965930.41
KE,01/04/2022,band_e,11290859.13
KE,01/05/2022,lifeline,0
KE,01/05/2022,band_a,46513410.53
KE,01/05/2022,band_b,29786152.07
KE,01/05/2022,band_c,30673971.69
KE,01/05/2022,band_d,20792880.23
KE,01/05/2022,band_e,8089355.73
KE,01/06/2022,lifeline,0
KE,01/06/2022,band_a,27892529.25
KE,01/06/2022,band_b,17628147.47
KE,01/06/2022,band_c,22037599.88
KE,01/06/2022,band_d,18065919.79
KE,01/06/2022,band_e,7836450.09
KE,01/07/2022,lifeline,0
KE,01/07/2022,band_a,24528025.7
KE,01/07/2022,band_b,16879440.52
KE,01/07/2022,band_c,20698916.4
KE,01/07/2022,band_d,14667019.04
KE,01/07/2022,band_e,7779959.63
KE,01/08/2022,lifeline,0
KE,01/08/2022,band_a,26751192.47
KE,01/08/2022,band_b,16377114.98
KE,01/08/2022,band_c,17792478.93
KE,01/08/2022,band_d,13707677.63
KE,01/08/2022,band_e,6376567.14
KE,01/09/2022,lifeline,0
KE,01/09/2022,band_a,26986081.31
KE,01/09/2022,band_b,15780083.29
KE,01/09/2022,band_c,18061661.67
KE,01/09/2022,band_d,13178267.07
KE,01/09/2022,band_e,6402173.09
KEDCO,01/11/2020,lifeline,538217
KEDCO,01/11/2020,band_a,33063939.78
KEDCO,01/11/2020,band_b,14065989.91
KEDCO,01/11/2020,band_c,26482511.2
KEDCO,01/11/2020,band_d,31153855.43
KEDCO,01/11/2020,band_e,18535923.39
KEDCO,01/12/2020,lifeline,542914
KEDCO,01/12/2020,band_a,32501921.44
KEDCO,01/12/2020,band_b,13643396.06
KEDCO,01/12/2020,band_c,27052667.95
KEDCO,01/12/2020,band_d,30927346.97
KEDCO,01/12/2020,band_e,18519434.48
KEDCO,01/01/2021,lifeline,582122
KEDCO,01/01/2021,band_a,29399682.48
KEDCO,01/01/2021,band_b,12008077.05
KEDCO,01/01/2021,band_c,27827082.85
KEDCO,01/01/2021,band_d,32159962.25
KEDCO,01/01/2021,band_e,17843552.27
KEDCO,01/02/2021,lifeline,614241
KEDCO,01/02/2021,band_a,28792277.86
KEDCO,01/02/2021,band_b,12204414.02
KEDCO,01/02/2021,band_c,26788100.07
KEDCO,01/02/2021,band_d,33479104.92
KEDCO,01/02/2021,band_e,19638136.48
KEDCO,01/03/2021,lifeline,606093
KEDCO,01/03/2021,band_a,30842357.03
KEDCO,01/03/2021,band_b,14228663.86
KEDCO,01/03/2021,band_c,31941360.91
KEDCO,01/03/2021,band_d,35446919.27
KEDCO,01/03/2021,band_e,19091775.55
KEDCO,01/04/2021,lifeline,886516
KEDCO,01/04/2021,band_a,28966828.03
KEDCO,01/04/2021,band_b,11701917.86
KEDCO,01/04/2021,band_c,29829804.91
KEDCO,01/04/2021,band_d,33819217.27
KEDCO,01/04/2021,band_e,19790582.55
KEDCO,01/05/2021,lifeline,593327
KEDCO,01/05/2021,band_a,25173889.51
KEDCO,01/05/2021,band_b,14637007.3
KEDCO,01/05/2021,band_c,27524749.26
KEDCO,01/05/2021,band_d,31893048.81
KEDCO,01/05/2021,band_e,15260044.45
KEDCO,01/06/2021,lifeline,619069
KEDCO,01/06/2021,band_a,27129466.81
KEDCO,01/06/2021,band_b,13249129.03
KEDCO,01/06/2021,band_c,23258963.29
KEDCO,01/06/2021,band_d,30534535.52
KEDCO,01/06/2021,band_e,13905928.1
KEDCO,01/07/2021,lifeline,529896
KEDCO,01/07/2021,band_a,25351939.58
KEDCO,01/07/2021,band_b,10081857.15
KEDCO,01/07/2021,band_c,21727239.96
KEDCO,01/07/2021,band_d,28187174.22
KEDCO,01/07/2021,band_e,12273185.16
KEDCO,01/08/2021,lifeline,551295
KEDCO,01/08/2021,band_a,27853930.4
KEDCO,01/08/2021,band_b,11080969.17
KEDCO,01/08/2021,band_c,25538148.47
KEDCO,01/08/2021,band_d,34702157.09
KEDCO,01/08/2021,band_e,16207460.74
KEDCO,01/09/2021,lifeline,573354
KEDCO,01/09/2021,band_a,27949354.38
KEDCO,01/09/2021,band_b,9189182.4
KEDCO,01/09/2021,band_c,23097225.47
KEDCO,01/09/2021,band_d,32028626.29
KEDCO,01/09/2021,band_e,14154680.74
KEDCO,01/10/2021,lifeline,752974
KEDCO,01/10/2021,band_a,31327488.6
KEDCO,01/10/2021,band_b,10439366.93
KEDCO,01/10/2021,band_c,23270843.57
KEDCO,01/10/2021,band_d,42162079.27
KEDCO,01/10/2021,band_e,19988096.7
KEDCO,01/11/2021,lifeline,720198
KEDCO,01/11/2021,band_a,35879820.89
KEDCO,01/11/2021,band_b,10597120.85
KEDCO,01/11/2021,band_c,23550497.05
KEDCO,01/11/2021,band_d,45400832.69
KEDCO,01/11/2021,band_e,20393652.51
KEDCO,01/12/2021,lifeline,840707
KEDCO,01/12/2021,band_a,35318534
KEDCO,01/12/2021,band_b,8396828
KEDCO,01/12/2021,band_c,17408631
KEDCO,01/12/2021,band_d,52446376
KEDCO,01/12/2021,band_e,22721019
KEDCO,01/01/2022,lifeline,877930
KEDCO,01/01/2022,band_a,34936117.3
KEDCO,01/01/2022,band_b,10166698.5
KEDCO,01/01/2022,band_c,18901182.25
KEDCO,01/01/2022,band_d,51683875.53
KEDCO,01/01/2022,band_e,24406934.86
KEDCO,01/02/2022,lifeline,767095
KEDCO,01/02/2022,band_a,47441325.51
KEDCO,01/02/2022,band_b,10976829.72
KEDCO,01/02/2022,band_c,31851191.87
KEDCO,01/02/2022,band_d,25693179.2
KEDCO,01/02/2022,band_e,9363056.95
KEDCO,01/03/2022,lifeline,826151
KEDCO,01/03/2022,band_a,44483542.69
KEDCO,01/03/2022,band_b,9614598.39
KEDCO,01/03/2022,band_c,24275381.48
KEDCO,01/03/2022,band_d,18914511.74
KEDCO,01/03/2022,band_e,7078157.48
KEDCO,01/04/2022,lifeline,1600604
KEDCO,01/04/2022,band_a,43707205.34
KEDCO,01/04/2022,band_b,9286306.3
KEDCO,01/04/2022,band_c,26183375.14
KEDCO,01/04/2022,band_d,20749068.31
KEDCO,01/04/2022,band_e,7779238.72
KEDCO,01/05/2022,lifeline,2040711
KEDCO,01/05/2022,band_a,40819296
KEDCO,01/05/2022,band_b,8146381
KEDCO,01/05/2022,band_c,22023272
KEDCO,01/05/2022,band_d,16282564
KEDCO,01/05/2022,band_e,6660050
KEDCO,01/06/2022,lifeline,913853
KEDCO,01/06/2022,band_a,39862401.94
KEDCO,01/06/2022,band_b,7572869.68
KEDCO,01/06/2022,band_c,19567933.45
KEDCO,01/06/2022,band_d,14080197.39
KEDCO,01/06/2022,band_e,4282584.53
KEDCO,01/07/2022,lifeline,1464207
KEDCO,01/07/2022,band_a,42271867.37
KEDCO,01/07/2022,band_b,9299423.4
KEDCO,01/07/2022,band_c,24933960.27
KEDCO,01/07/2022,band_d,18108103.53
KEDCO,01/07/2022,band_e,5225877.37
KEDCO,01/08/2022,lifeline,1562755
KEDCO,01/08/2022,band_a,47565864.23
KEDCO,01/08/2022,band_b,10863252.08
KEDCO,01/08/2022,band_c,28382522.41
KEDCO,01/08/2022,band_d,21892023.17
KEDCO,01/08/2022,band_e,6100940.73
KEDCO,01/09/2022,lifeline,861097
KEDCO,01/09/2022,band_a,46777298.9
KEDCO,01/09/2022,band_b,8953953.58
KEDCO,01/09/2022,band_c,22632702.85
KEDCO,01/09/2022,band_d,19496304.55
KEDCO,01/09/2022,band_e,5309416.09
PHEDC,01/11/2020,lifeline,32193.02
PHEDC,01/11/2020,band_a,29817921.35
PHEDC,01/11/2020,band_b,25974765.06
PHEDC,01/11/2020,band_c,24505652.08
PHEDC,01/11/2020,band_d,57173377.91
PHEDC,01/11/2020,band_e,16488556.58
PHEDC,01/12/2020,lifeline,42936.24
PHEDC,01/12/2020,band_a,27581849.71
PHEDC,01/12/2020,band_b,28987296.87
PHEDC,01/12/2020,band_c,16898187.21
PHEDC,01/12/2020,band_d,49565206.4
PHEDC,01/12/2020,band_e,19196425.79
PHEDC,01/01/2021,lifeline,45285.62
PHEDC,01/01/2021,band_a,28664963.54
PHEDC,01/01/2021,band_b,26438489.41
PHEDC,01/01/2021,band_c,24019953.65
PHEDC,01/01/2021,band_d,43626623.9
PHEDC,01/01/2021,band_e,13158001.05
PHEDC,01/02/2021,lifeline,107406.5
PHEDC,01/02/2021,band_a,32063090.87
PHEDC,01/02/2021,band_b,29219419.24
PHEDC,01/02/2021,band_c,22375232.61
PHEDC,01/02/2021,band_d,45693737.68
PHEDC,01/02/2021,band_e,9100089.41
PHEDC,01/03/2021,lifeline,124550.61
PHEDC,01/03/2021,band_a,33991730.83
PHEDC,01/03/2021,band_b,27967328.19
PHEDC,01/03/2021,band_c,26276842.4
PHEDC,01/03/2021,band_d,48851335.01
PHEDC,01/03/2021,band_e,9167424.21
PHEDC,01/04/2021,lifeline,129234.58
PHEDC,01/04/2021,band_a,32233538.12
PHEDC,01/04/2021,band_b,27694046.89
PHEDC,01/04/2021,band_c,24239604.17
PHEDC,01/04/2021,band_d,49182147.31
PHEDC,01/04/2021,band_e,11304424.61
PHEDC,01/05/2021,lifeline,82462.6
PHEDC,01/05/2021,band_a,20776979.2
PHEDC,01/05/2021,band_b,21782552.1
PHEDC,01/05/2021,band_c,24483271.46
PHEDC,01/05/2021,band_d,55167921.31
PHEDC,01/05/2021,band_e,13451480.13
PHEDC,01/06/2021,lifeline,122923.38
PHEDC,01/06/2021,band_a,22628120.24
PHEDC,01/06/2021,band_b,23433416.07
PHEDC,01/06/2021,band_c,18804945.91
PHEDC,01/06/2021,band_d,53871820.38
PHEDC,01/06/2021,band_e,8851569.97
PHEDC,01/07/2021,lifeline,193053.67
PHEDC,01/07/2021,band_a,17264336.94
PHEDC,01/07/2021,band_b,25822497.98
PHEDC,01/07/2021,band_c,24456599.62
PHEDC,01/07/2021,band_d,47834577
PHEDC,01/07/2021,band_e,16781117.17
PHEDC,01/08/2021,lifeline,154700.07
PHEDC,01/08/2021,band_a,24358998.59
PHEDC,01/08/2021,band_b,27551790.28
PHEDC,01/08/2021,band_c,14177119.55
PHEDC,01/08/2021,band_d,54352536.49
PHEDC,01/08/2021,band_e,17209784.17
PHEDC,01/09/2021,lifeline,137338
PHEDC,01/09/2021,band_a,24514138
PHEDC,01/09/2021,band_b,19656230.62
PHEDC,01/09/2021,band_c,15516273.1
PHEDC,01/09/2021,band_d,59656212
PHEDC,01/09/2021,band_e,10118339
PHEDC,01/10/2021,lifeline,81072.2
