disco,date,band,billing_naira
IBEDC,01/02/2022,band_c,1912936791
IBEDC,01/02/2022,band_d,1540044605
IBEDC,01/02/2022,band_e,1085525595
IBEDC,01/03/2022,lifeline,28019013.9
IBEDC,01/03/2022,band_a,4428308809
IBEDC,01/03/2022,band_b,2007641317
IBEDC,01/03/2022,band_c,1895573102
IBEDC,01/03/2022,band_d,1509517900
IBEDC,01/03/2022,band_e,945630527.9
IBEDC,01/04/2022,lifeline,36197304.21
IBEDC,01/04/2022,band_a,4437820317
IBEDC,01/04/2022,band_b,2132827423
IBEDC,01/04/2022,band_c,2017269506
IBEDC,01/04/2022,band_d,1616454096
IBEDC,01/04/2022,band_e,1054178136
IBEDC,01/05/2022,lifeline,21705444.12
IBEDC,01/05/2022,band_a,4792609670
IBEDC,01/05/2022,band_b,2167680554
IBEDC,01/05/2022,band_c,1913650153
IBEDC,01/05/2022,band_d,1470377543
IBEDC,01/05/2022,band_e,991053322.4
IBEDC,01/06/2022,lifeline,27180692.86
IBEDC,01/06/2022,band_a,4094051283
IBEDC,01/06/2022,band_b,1628580588
IBEDC,01/06/2022,band_c,1514605661
IBEDC,01/06/2022,band_d,1309724197
IBEDC,01/06/2022,band_e,786425321.5
IBEDC,01/07/2022,lifeline,31537616.08
IBEDC,01/07/2022,band_a,4613839754
IBEDC,01/07/2022,band_b,1990984670
IBEDC,01/07/2022,band_c,1903566643
IBEDC,01/07/2022,band_d,1784457341
IBEDC,01/07/2022,band_e,1090058736
IBEDC,01/08/2022,lifeline,44956290.65
IBEDC,01/08/2022,band_a,4549546516
IBEDC,01/08/2022,band_b,1969157082
IBEDC,01/08/2022,band_c,1897821488
IBEDC,01/08/2022,band_d,1889174750
IBEDC,01/08/2022,band_e,1092245377
IBEDC,01/09/2022,lifeline,36402475.44
IBEDC,01/09/2022,band_a,4441339570
IBEDC,01/09/2022,band_b,1956230790
IBEDC,01/09/2022,band_c,1902379847
IBEDC,01/09/2022,band_d,1806848188
IBEDC,01/09/2022,band_e,1077228353
IE,01/11/2020,lifeline,0
IE,01/11/2020,band_a,5129404486
IE,01/11/2020,band_b,2498250941
IE,01/11/2020,band_c,5255213933
IE,01/11/2020,band_d,2255144972
IE,01/11/2020,band_e,32880555.83
IE,01/12/2020,lifeline,0
IE,01/12/2020,band_a,5219403248
IE,01/12/2020,band_b,3031653036
IE,01/12/2020,band_c,5209979634
IE,01/12/2020,band_d,2178018314
IE,01/12/2020,band_e,42905864.93
IE,01/01/2021,lifeline,0
IE,01/01/2021,band_a,5345641903
IE,01/01/2021,band_b,2967127587
IE,01/01/2021,band_c,4963140785
IE,01/01/2021,band_d,2138482823
IE,01/01/2021,band_e,50852288.48
IE,01/02/2021,lifeline,0
IE,01/02/2021,band_a,5391677184
IE,01/02/2021,band_b,2678570561
IE,01/02/2021,band_c,4751589973
IE,01/02/2021,band_d,1777372481
IE,01/02/2021,band_e,41570549.23
IE,01/03/2021,lifeline,0
IE,01/03/2021,band_a,4836863797
IE,01/03/2021,band_b,3294184378
IE,01/03/2021,band_c,4825237342
IE,01/03/2021,band_d,2259230239
IE,01/03/2021,band_e,37946700.14
IE,01/04/2021,lifeline,0
IE,01/04/2021,band_a,5033741072
IE,01/04/2021,band_b,3300950615
IE,01/04/2021,band_c,4691448365
IE,01/04/2021,band_d,2213506437
IE,01/04/2021,band_e,30850621.85
IE,01/05/2021,lifeline,0
IE,01/05/2021,band_a,5202230438
IE,01/05/2021,band_b,3402183380
IE,01/05/2021,band_c,4818117084
IE,01/05/2021,band_d,2558371206
IE,01/05/2021,band_e,44967789.25
IE,01/06/2021,lifeline,0
IE,01/06/2021,band_a,4809687151
IE,01/06/2021,band_b,3027009014
IE,01/06/2021,band_c,4424347329
IE,01/06/2021,band_d,2214210795
IE,01/06/2021,band_e,42706557.85
IE,01/07/2021,lifeline,0
IE,01/07/2021,band_a,4804967357
IE,01/07/2021,band_b,3169750192
IE,01/07/2021,band_c,4787147426
IE,01/07/2021,band_d,2316331473
IE,01/07/2021,band_e,49939335.28
IE,01/08/2021,lifeline,0
IE,01/08/2021,band_a,5345138245
IE,01/08/2021,band_b,2992457900
IE,01/08/2021,band_c,4586260448
IE,01/08/2021,band_d,2116282012
IE,01/08/2021,band_e,35852859.64
IE,01/09/2021,lifeline,0
IE,01/09/2021,band_a,5204510830
IE,01/09/2021,band_b,2986361625
IE,01/09/2021,band_c,4459266055
IE,01/09/2021,band_d,1899688584
IE,01/09/2021,band_e,28599231.63
IE,01/10/2021,lifeline,0
IE,01/10/2021,band_a,5392679646
IE,01/10/2021,band_b,3100351373
IE,01/10/2021,band_c,4913922498
IE,01/10/2021,band_d,2265051430
IE,01/10/2021,band_e,49090629.73
IE,01/11/2021,lifeline,0
IE,01/11/2021,band_a,5295596262
IE,01/11/2021,band_b,2963457926
IE,01/11/2021,band_c,4827746319
IE,01/11/2021,band_d,2087833116
IE,01/11/2021,band_e,30274511.18
IE,01/12/2021,lifeline,0
IE,01/12/2021,band_a,5771883944
IE,01/12/2021,band_b,3378718283
IE,01/12/2021,band_c,5051408014
IE,01/12/2021,band_d,2304525329
IE,01/12/2021,band_e,47509645
IE,01/01/2022,lifeline,0
IE,01/01/2022,band_a,5785078682
IE,01/01/2022,band_b,2982571478
IE,01/01/2022,band_c,4504910965
IE,01/01/2022,band_d,2207132236
IE,01/01/2022,band_e,703117528.2
IE,01/02/2022,lifeline,0
IE,01/02/2022,band_a,5271611836
IE,01/02/2022,band_b,2759880711
IE,01/02/2022,band_c,4275691828
IE,01/02/2022,band_d,1861400794
IE,01/02/2022,band_e,749159957.4
IE,01/03/2022,lifeline,0
IE,01/03/2022,band_a,5165280257
IE,01/03/2022,band_b,2451997983
IE,01/03/2022,band_c,3142151017
IE,01/03/2022,band_d,1664816543
IE,01/03/2022,band_e,827789703
IE,01/04/2022,lifeline,0
IE,01/04/2022,band_a,3718008060
IE,01/04/2022,band_b,1263234077
IE,01/04/2022,band_c,6157149540
IE,01/04/2022,band_d,1664777261
IE,01/04/2022,band_e,781614443.3
IE,01/05/2022,lifeline,0
IE,01/05/2022,band_a,5285183284
IE,01/05/2022,band_b,3117582325
IE,01/05/2022,band_c,3287460177
IE,01/05/2022,band_d,1885097852
IE,01/05/2022,band_e,853244134.5
IE,01/06/2022,lifeline,0
IE,01/06/2022,band_a,4312104110
IE,01/06/2022,band_b,2056380619
IE,01/06/2022,band_c,2660195870
IE,01/06/2022,band_d,1577776609
IE,01/06/2022,band_e,908150617.5
IE,01/07/2022,lifeline,0
IE,01/07/2022,band_a,4850841031
IE,01/07/2022,band_b,2677451360
IE,01/07/2022,band_c,3593422526
IE,01/07/2022,band_d,1949884642
IE,01/07/2022,band_e,1036402014
IE,01/08/2022,lifeline,0
IE,01/08/2022,band_a,5170639967
IE,01/08/2022,band_b,3170780536
IE,01/08/2022,band_c,4946668017
IE,01/08/2022,band_d,2116787570
IE,01/08/2022,band_e,616683339
IE,01/09/2022,lifeline,0
IE,01/09/2022,band_a,5324064633
IE,01/09/2022,band_b,3257661657
IE,01/09/2022,band_c,4970477315
IE,01/09/2022,band_d,1919502133
IE,01/09/2022,band_e,951996504
JEDC,01/11/2020,lifeline,1000317.385
JEDC,01/11/2020,band_a,1172677919
JEDC,01/11/2020,band_b,666325050.3
JEDC,01/11/2020,band_c,338534422.3
JEDC,01/11/2020,band_d,496772399.1
JEDC,01/11/2020,band_e,283112824.2
JEDC,01/12/2020,lifeline,989586.5525
JEDC,01/12/2020,band_a,1254146004
JEDC,01/12/2020,band_b,714624336.9
JEDC,01/12/2020,band_c,384682806.1
JEDC,01/12/2020,band_d,504314882.6
JEDC,01/12/2020,band_e,304879763.2
JEDC,01/01/2021,lifeline,1250009.387
JEDC,01/01/2021,band_a,1225595607
JEDC,01/01/2021,band_b,700932956.5
JEDC,01/01/2021,band_c,381836373.2
JEDC,01/01/2021,band_d,491523847.7
JEDC,01/01/2021,band_e,292413499.4
JEDC,01/02/2021,lifeline,1076497.148
JEDC,01/02/2021,band_a,1105429007
JEDC,01/02/2021,band_b,641225135
JEDC,01/02/2021,band_c,343748053.3
JEDC,01/02/2021,band_d,517833679
JEDC,01/02/2021,band_e,298040511.3
JEDC,01/03/2021,lifeline,1217709.22
JEDC,01/03/2021,band_a,1187568332
JEDC,01/03/2021,band_b,641015610.7
JEDC,01/03/2021,band_c,334647652.6
JEDC,01/03/2021,band_d,506976510.5
JEDC,01/03/2021,band_e,340647055.6
JEDC,01/04/2021,lifeline,1080610.253
JEDC,01/04/2021,band_a,1334694883
JEDC,01/04/2021,band_b,631641313.7
JEDC,01/04/2021,band_c,389895945.6
JEDC,01/04/2021,band_d,518002773.5
JEDC,01/04/2021,band_e,329994773.6
JEDC,01/05/2021,lifeline,1083460.917
JEDC,01/05/2021,band_a,1528288079
JEDC,01/05/2021,band_b,734905543.4
JEDC,01/05/2021,band_c,457427510.9
JEDC,01/05/2021,band_d,712510124.2
JEDC,01/05/2021,band_e,449378847.8
JEDC,01/06/2021,lifeline,1207930.583
JEDC,01/06/2021,band_a,1438602288
JEDC,01/06/2021,band_b,678231806.3
JEDC,01/06/2021,band_c,365376880.4
JEDC,01/06/2021,band_d,604629458.4
JEDC,01/06/2021,band_e,405542516.2
JEDC,01/07/2021,lifeline,1048909.3
JEDC,01/07/2021,band_a,1496834403
JEDC,01/07/2021,band_b,652399764.1
JEDC,01/07/2021,band_c,366689836.5
JEDC,01/07/2021,band_d,652746984.4
JEDC,01/07/2021,band_e,403765137.6
JEDC,01/08/2021,lifeline,996805.9925
JEDC,01/08/2021,band_a,1650438481
JEDC,01/08/2021,band_b,772113372.9
JEDC,01/08/2021,band_c,487474262.2
JEDC,01/08/2021,band_d,645821329.8
JEDC,01/08/2021,band_e,409777687.5
JEDC,01/09/2021,lifeline,1048616.815
JEDC,01/09/2021,band_a,1654528740
JEDC,01/09/2021,band_b,1374545824
JEDC,01/09/2021,band_c,966418126.5
JEDC,01/09/2021,band_d,185995293.3
JEDC,01/09/2021,band_e,66265840.7
JEDC,01/10/2021,lifeline,1166247.493
JEDC,01/10/2021,band_a,1547631589
JEDC,01/10/2021,band_b,1479312409
JEDC,01/10/2021,band_c,1013498652
JEDC,01/10/2021,band_d,213341681.6
JEDC,01/10/2021,band_e,63779309.22
JEDC,01/11/2021,lifeline,1035857.273
JEDC,01/11/2021,band_a,1683931793
JEDC,01/11/2021,band_b,1517407552
JEDC,01/11/2021,band_c,1016809088
JEDC,01/11/2021,band_d,219633664.6
JEDC,01/11/2021,band_e,74110428.23
JEDC,01/12/2021,lifeline,1279270.745
JEDC,01/12/2021,band_a,1724284522
JEDC,01/12/2021,band_b,1595719886
JEDC,01/12/2021,band_c,1012944539
JEDC,01/12/2021,band_d,217739746.8
JEDC,01/12/2021,band_e,85860998.43
JEDC,01/01/2022,lifeline,918826.55
JEDC,01/01/2022,band_a,2630232686
JEDC,01/01/2022,band_b,1063838163
JEDC,01/01/2022,band_c,848794348.9
JEDC,01/01/2022,band_d,510975517.8
JEDC,01/01/2022,band_e,90857514.56
JEDC,01/02/2022,lifeline,988345.11
JEDC,01/02/2022,band_a,3013658238
JEDC,01/02/2022,band_b,1053574868
JEDC,01/02/2022,band_c,793611270.3
JEDC,01/02/2022,band_d,251789301
JEDC,01/02/2022,band_e,94300951.45
JEDC,01/03/2022,lifeline,922045.735
JEDC,01/03/2022,band_a,3171381410
JEDC,01/03/2022,band_b,1101810340
JEDC,01/03/2022,band_c,771967502.6
JEDC,01/03/2022,band_d,293440489.7
JEDC,01/03/2022,band_e,94680042.1
JEDC,01/04/2022,lifeline,819905.94
JEDC,01/04/2022,band_a,3019030523
JEDC,01/04/2022,band_b,988006177.7
JEDC,01/04/2022,band_c,804371906.6
JEDC,01/04/2022,band_d,293230965.7
JEDC,01/04/2022,band_e,57628602.13
JEDC,01/05/2022,lifeline,7215
JEDC,01/05/2022,band_a,3127319904
JEDC,01/05/2022,band_b,1040643519
JEDC,01/05/2022,band_c,660228124.2
JEDC,01/05/2022,band_d,244884716.7
JEDC,01/05/2022,band_e,51502622.19
JEDC,01/06/2022,lifeline,0
JEDC,01/06/2022,band_a,2707395723
JEDC,01/06/2022,band_b,906198917.1
JEDC,01/06/2022,band_c,617559817.7
JEDC,01/06/2022,band_d,209263457.9
JEDC,01/06/2022,band_e,37372509.74
JEDC,01/07/2022,lifeline,925
JEDC,01/07/2022,band_a,2614672194
JEDC,01/07/2022,band_b,1091455276
JEDC,01/07/2022,band_c,750420011.8
JEDC,01/07/2022,band_d,298112031.8
JEDC,01/07/2022,band_e,31295668.02
JEDC,01/08/2022,lifeline,2585.375
JEDC,01/08/2022,band_a,2481079940
JEDC,01/08/2022,band_b,1170355280
JEDC,01/08/2022,band_c,788505614.1
JEDC,01/08/2022,band_d,277501559.4
JEDC,01/08/2022,band_e,28369061.72
JEDC,01/09/2022,lifeline,2585.375
JEDC,01/09/2022,band_a,2448353805
JEDC,01/09/2022,band_b,1203643275
JEDC,01/09/2022,band_c,989013514.3
JEDC,01/09/2022,band_d,370142258.8
JEDC,01/09/2022,band_e,27263796.49
KE,01/11/2020,lifeline,3148025.92
KE,01/11/2020,band_a,2677027349
KE,01/11/2020,band_b,618081641.1
KE,01/11/2020,band_c,504159007.6
KE,01/11/2020,band_d,316673785.9
KE,01/11/2020,band_e,181789670
KE,01/12/2020,lifeline,3133771.2
KE,01/12/2020,band_a,4302098130
KE,01/12/2020,band_b,1240243532
KE,01/12/2020,band_c,737563580.7
KE,01/12/2020,band_d,509722698.2
KE,01/12/2020,band_e,398283698.7
KE,01/01/2021,lifeline,6477777.86
KE,01/01/2021,band_a,4055776132
KE,01/01/2021,band_b,1244924794
KE,01/01/2021,band_c,661966193
KE,01/01/2021,band_d,503632918
KE,01/01/2021,band_e,394118023.7
KE,01/02/2021,lifeline,4757099.85
KE,01/02/2021,band_a,3988997937
KE,01/02/2021,band_b,1212209623
KE,01/02/2021,band_c,690132868.8
KE,01/02/2021,band_d,456039918.7
KE,01/02/2021,band_e,314848953.1
KE,01/03/2021,lifeline,4510329.77
KE,01/03/2021,band_a,3689855700
KE,01/03/2021,band_b,1086289398
KE,01/03/2021,band_c,662816056.4
KE,01/03/2021,band_d,453305478.5
KE,01/03/2021,band_e,327474724.7
KE,01/04/2021,lifeline,366578.85
KE,01/04/2021,band_a,4426825160
KE,01/04/2021,band_b,1238864734
KE,01/04/2021,band_c,838462553
KE,01/04/2021,band_d,522237579.2
KE,01/04/2021,band_e,360635801.4
KE,01/05/2021,lifeline,453483.5
KE,01/05/2021,band_a,4607676275
KE,01/05/2021,band_b,1438005351
KE,01/05/2021,band_c,1068901050
KE,01/05/2021,band_d,519720921.7
KE,01/05/2021,band_e,309184403.2
KE,01/06/2021,lifeline,409880.98
KE,01/06/2021,band_a,4136638859
KE,01/06/2021,band_b,1455315854
KE,01/06/2021,band_c,961482646.6
KE,01/06/2021,band_d,530116673.6
KE,01/06/2021,band_e,283620755.4
KE,01/07/2021,lifeline,490268.87
KE,01/07/2021,band_a,4308946950
KE,01/07/2021,band_b,1273923405
KE,01/07/2021,band_c,850342619.5
KE,01/07/2021,band_d,457734799.4
KE,01/07/2021,band_e,235418408.1
KE,01/08/2021,lifeline,508540.43
KE,01/08/2021,band_a,4081133111
KE,01/08/2021,band_b,1379958910
KE,01/08/2021,band_c,903223315.2
KE,01/08/2021,band_d,475634289.4
KE,01/08/2021,band_e,298837522.7
KE,01/09/2021,lifeline,518017.36
KE,01/09/2021,band_a,4498207342
KE,01/09/2021,band_b,1321284799
KE,01/09/2021,band_c,881656183.7
KE,01/09/2021,band_d,505125919.9
KE,01/09/2021,band_e,268692804.1
KE,01/10/2021,lifeline,545518.6
KE,01/10/2021,band_a,3145361165
KE,01/10/2021,band_b,2296163283
KE,01/10/2021,band_c,1629763130
KE,01/10/2021,band_d,935186588.2
KE,01/10/2021,band_e,445447123.7
KE,01/11/2021,lifeline,423952.2
KE,01/11/2021,band_a,3318769092
KE,01/11/2021,band_b,2240350332
KE,01/11/2021,band_c,1631932364
KE,01/11/2021,band_d,992352698.1
KE,01/11/2021,band_e,464645127.5
KE,01/12/2021,lifeline,426903.1
KE,01/12/2021,band_a,2965377716
KE,01/12/2021,band_b,2113626766
KE,01/12/2021,band_c,1588693537
KE,01/12/2021,band_d,996686442
KE,01/12/2021,band_e,506170077.4
KE,01/01/2022,lifeline,11800
KE,01/01/2022,band_a,3443291160
KE,01/01/2022,band_b,2090109393
KE,01/01/2022,band_c,1827171185
KE,01/01/2022,band_d,943835716.1
KE,01/01/2022,band_e,504031721.1
KE,01/02/2022,lifeline,9900
KE,01/02/2022,band_a,3003988610
KE,01/02/2022,band_b,2103153636
KE,01/02/2022,band_c,1752314941
KE,01/02/2022,band_d,979342308.3
KE,01/02/2022,band_e,444613416.9
KE,01/03/2022,lifeline,0
KE,01/03/2022,band_a,3034904550
KE,01/03/2022,band_b,1717936997
KE,01/03/2022,band_c,1634329554
KE,01/03/2022,band_d,895487492.2
KE,01/03/2022,band_e,391543890.4
KE,01/04/2022,lifeline,0
KE,01/04/2022,band_a,2955712383
KE,01/04/2022,band_b,1756417756
KE,01/04/2022,band_c,1651869709
KE,01/04/2022,band_d,997126003.1
KE,01/04/2022,band_e,504151339.6
KE,01/05/2022,lifeline,0
KE,01/05/2022,band_a,2670540299
KE,01/05/2022,band_b,1529321320
KE,01/05/2022,band_c,1336837396
KE,01/05/2022,band_d,835411399.9
KE,01/05/2022,band_e,365589186.5
KE,01/06/2022,lifeline,0
KE,01/06/2022,band_a,1719913368
KE,01/06/2022,band_b,1010706438
KE,01/06/2022,band_c,1100103638
KE,01/06/2022,band_d,739168430.1
KE,01/06/2022,band_e,318122661.2
KE,01/07/2022,lifeline,0
KE,01/07/2022,band_a,1570019969
KE,01/07/2022,band_b,1006799852
KE,01/07/2022,band_c,1074599084
KE,01/07/2022,band_d,651876092
KE,01/07/2022,band_e,339777919.7
KE,01/08/2022,lifeline,0
KE,01/08/2022,band_a,1720567545
KE,01/08/2022,band_b,985042286.4
KE,01/08/2022,band_c,920353412.4
KE,01/08/2022,band_d,589432215.8
KE,01/08/2022,band_e,263099442.5
KE,01/09/2022,lifeline,0
KE,01/09/2022,band_a,1742863508
KE,01/09/2022,band_b,952280796.2
KE,01/09/2022,band_c,936975668.3
KE,01/09/2022,band_d,550218035.4
KE,01/09/2022,band_e,266687908.5
KEDCO,01/11/2020,lifeline,2314228.1
KEDCO,01/11/2020,band_a,2318038472
KEDCO,01/11/2020,band_b,899076922.6
KEDCO,01/11/2020,band_c,1235407409
KEDCO,01/11/2020,band_d,825269694.8
KEDCO,01/11/2020,band_e,479896402.7
KEDCO,01/12/2020,lifeline,2334425.2
KEDCO,01/12/2020,band_a,2275384342
KEDCO,01/12/2020,band_b,872084602.9
KEDCO,01/12/2020,band_c,1265632766
KEDCO,01/12/2020,band_d,827930361.2
KEDCO,01/12/2020,band_e,480249147.1
KEDCO,01/01/2021,lifeline,2503019.6
KEDCO,01/01/2021,band_a,2056432145
KEDCO,01/01/2021,band_b,766919017.4
KEDCO,01/01/2021,band_c,1298254649
KEDCO,01/01/2021,band_d,857413978.9
KEDCO,01/01/2021,band_e,462386971.2
KEDCO,01/02/2021,lifeline,2641131.3
KEDCO,01/02/2021,band_a,2014756124
KEDCO,01/02/2021,band_b,779475753.8
KEDCO,01/02/2021,band_c,1242630135
KEDCO,01/02/2021,band_d,891852731
KEDCO,01/02/2021,band_e,508683704.2
KEDCO,01/03/2021,lifeline,2606094.9
KEDCO,01/03/2021,band_a,2162437930
KEDCO,01/03/2021,band_b,910210708.5
KEDCO,01/03/2021,band_c,1488960593
KEDCO,01/03/2021,band_d,935851373.7
KEDCO,01/03/2021,band_e,495296948.4
KEDCO,01/04/2021,lifeline,3811627.3
KEDCO,01/04/2021,band_a,2149891832
KEDCO,01/04/2021,band_b,786840300.6
KEDCO,01/04/2021,band_c,1446567133
KEDCO,01/04/2021,band_d,967533917.3
KEDCO,01/04/2021,band_e,553338090.4
KEDCO,01/05/2021,lifeline,2551046.6
KEDCO,01/05/2021,band_a,1866398404
KEDCO,01/05/2021,band_b,988466691.4
KEDCO,01/05/2021,band_c,1341322924
KEDCO,01/05/2021,band_d,916600287
KEDCO,01/05/2021,band_e,432154733.8
KEDCO,01/06/2021,lifeline,2661891.7
KEDCO,01/06/2021,band_a,2013338595
KEDCO,01/06/2021,band_b,894794568.1
KEDCO,01/06/2021,band_c,1137315063
KEDCO,01/06/2021,band_d,876677898.8
KEDCO,01/06/2021,band_e,396388802.9
KEDCO,01/07/2021,lifeline,2278447.2
KEDCO,01/07/2021,band_a,1881258221
KEDCO,01/07/2021,band_b,681187189.1
KEDCO,01/07/2021,band_c,1061644280
KEDCO,01/07/2021,band_d,809159584.6
KEDCO,01/07/2021,band_e,352516616.4
KEDCO,01/08/2021,lifeline,2370523.5
KEDCO,01/08/2021,band_a,2066598205
KEDCO,01/08/2021,band_b,752587267
KEDCO,01/08/2021,band_c,1256915268
KEDCO,01/08/2021,band_d,994834730.8
KEDCO,01/08/2021,band_e,456832427.9
KEDCO,01/09/2021,lifeline,2465362.2
KEDCO,01/09/2021,band_a,2135529442
KEDCO,01/09/2021,band_b,636891337.7
KEDCO,01/09/2021,band_c,1180285282
KEDCO,01/09/2021,band_d,990090547.1
KEDCO,01/09/2021,band_e,427968228.8
KEDCO,01/10/2021,lifeline,3237716.8
KEDCO,01/10/2021,band_a,2396023426
KEDCO,01/10/2021,band_b,723978013.8
KEDCO,01/10/2021,band_c,1192744502
KEDCO,01/10/2021,band_d,1296238393
KEDCO,01/10/2021,band_e,603059098.6
KEDCO,01/11/2021,lifeline,3096786.9
KEDCO,01/11/2021,band_a,2739686674
KEDCO,01/11/2021,band_b,735833645.8
KEDCO,01/11/2021,band_c,1211589431
KEDCO,01/11/2021,band_d,1406070398
KEDCO,01/11/2021,band_e,611582381.7
KEDCO,01/12/2021,lifeline,3615010.1
KEDCO,01/12/2021,band_a,2695065379
KEDCO,01/12/2021,band_b,584742046.2
KEDCO,01/12/2021,band_c,887561873.8
KEDCO,01/12/2021,band_d,1603952370
KEDCO,01/12/2021,band_e,674404861.8
KEDCO,01/01/2022,lifeline,3775069
KEDCO,01/01/2022,band_a,2640660266
KEDCO,01/01/2022,band_b,689989484.9
KEDCO,01/01/2022,band_c,961285598
KEDCO,01/01/2022,band_d,1584071038
KEDCO,01/01/2022,band_e,724985850.1
KEDCO,01/02/2022,lifeline,3308203.5
KEDCO,01/02/2022,band_a,3219636827
KEDCO,01/02/2022,band_b,671829951.1
KEDCO,01/02/2022,band_c,1599323833
KEDCO,01/02/2022,band_d,878251661.8
KEDCO,01/02/2022,band_e,317261915.7
KEDCO,01/03/2022,lifeline,3552415.3
KEDCO,01/03/2022,band_a,3019329141
KEDCO,01/03/2022,band_b,589353855.7
KEDCO,01/03/2022,band_c,1219906627
KEDCO,01/03/2022,band_d,645893856.2
KEDCO,01/03/2022,band_e,241577991.8
KEDCO,01/04/2022,lifeline,6882567.2
KEDCO,01/04/2022,band_a,2963531848
KEDCO,01/04/2022,band_b,568157973
KEDCO,01/04/2022,band_c,1314879957
KEDCO,01/04/2022,band_d,709680539.8
KEDCO,01/04/2022,band_e,265668054.7
KEDCO,01/05/2022,lifeline,8775025
KEDCO,01/05/2022,band_a,2774889390
KEDCO,01/05/2022,band_b,500818093
KEDCO,01/05/2022,band_c,1107829535
KEDCO,01/05/2022,band_d,556760458
KEDCO,01/05/2022,band_e,225947975
KEDCO,01/06/2022,lifeline,913853
KEDCO,01/06/2022,band_a,2713757422
KEDCO,01/06/2022,band_b,468740067.2
KEDCO,01/06/2022,band_c,987518810.6
KEDCO,01/06/2022,band_d,483061843
KEDCO,01/06/2022,band_e,146653697.1
KEDCO,01/07/2022,lifeline,6296068.7
KEDCO,01/07/2022,band_a,2962594055
KEDCO,01/07/2022,band_b,436913595.2
KEDCO,01/07/2022,band_c,1299736914
KEDCO,01/07/2022,band_d,788875694.2
KEDCO,01/07/2022,band_e,182689566.1
KEDCO,01/08/2022,lifeline,6719816.5
KEDCO,01/08/2022,band_a,3292880280
KEDCO,01/08/2022,band_b,676071221.7
KEDCO,01/08/2022,band_c,1452604330
KEDCO,01/08/2022,band_d,763967710.3
KEDCO,01/08/2022,band_e,206536880.1
KEDCO,01/09/2022,lifeline,3702657.1
KEDCO,01/09/2022,band_a,3269986827
KEDCO,01/09/2022,band_b,575158630.6
KEDCO,01/09/2022,band_c,1170695251
KEDCO,01/09/2022,band_d,690320804.4
KEDCO,01/09/2022,band_e,184805287.6
PHEDC,01/11/2020,lifeline,848473.16
PHEDC,01/11/2020,band_a,1585045249
PHEDC,01/11/2020,band_b,1391344208
PHEDC,01/11/2020,band_c,1162496112
PHEDC,01/11/2020,band_d,2169377366
PHEDC,01/11/2020,band_e,641268780
PHEDC,01/12/2020,lifeline,863107.37
PHEDC,01/12/2020,band_a,1511928750
PHEDC,01/12/2020,band_b,1531593535
PHEDC,01/12/2020,band_c,845667326.7
PHEDC,01/12/2020,band_d,1844288129
PHEDC,01/12/2020,band_e,732667117.2
PHEDC,01/01/2021,lifeline,914613.02
PHEDC,01/01/2021,band_a,1543710687
PHEDC,01/01/2021,band_b,1349060430
PHEDC,01/01/2021,band_c,1107311795
PHEDC,01/01/2021,band_d,1569432511
PHEDC,01/01/2021,band_e,556796273.7
PHEDC,01/02/2021,lifeline,2912457.22
PHEDC,01/02/2021,band_a,1742780381
PHEDC,01/02/2021,band_b,1594077052
PHEDC,01/02/2021,band_c,1101290476
PHEDC,01/02/2021,band_d,1641614431
PHEDC,01/02/2021,band_e,336587702.9
PHEDC,01/03/2021,lifeline,3519362.97
PHEDC,01/03/2021,band_a,1909562808
PHEDC,01/03/2021,band_b,1545885681
PHEDC,01/03/2021,band_c,1295505426
PHEDC,01/03/2021,band_d,1741318176
PHEDC,01/03/2021,band_e,317541803.8
PHEDC,01/04/2021,lifeline,1475689.14
PHEDC,01/04/2021,band_a,1867350682
PHEDC,01/04/2021,band_b,1585625993
PHEDC,01/04/2021,band_c,1244870547
PHEDC,01/04/2021,band_d,1806167327
PHEDC,01/04/2021,band_e,433980456.4
PHEDC,01/05/2021,lifeline,1813890.34
PHEDC,01/05/2021,band_a,1201691910
PHEDC,01/05/2021,band_b,1246802682
PHEDC,01/05/2021,band_c,1318370763
PHEDC,01/05/2021,band_d,2205149385
PHEDC,01/05/2021,band_e,510178725
PHEDC,01/06/2021,lifeline,2942644.85
PHEDC,01/06/2021,band_a,1276451859
PHEDC,01/06/2021,band_b,1279160208
PHEDC,01/06/2021,band_c,888985758.9
PHEDC,01/06/2021,band_d,2049749618
PHEDC,01/06/2021,band_e,337494578.8
PHEDC,01/07/2021,lifeline,3907159.76
PHEDC,01/07/2021,band_a,1365205895
PHEDC,01/07/2021,band_b,1428299463
PHEDC,01/07/2021,band_c,854096183.5
PHEDC,01/07/2021,band_d,1752707358
PHEDC,01/07/2021,band_e,571195805.7
PHEDC,01/08/2021,lifeline,1290187.52
PHEDC,01/08/2021,band_a,1400951841
PHEDC,01/08/2021,band_b,1572365943
PHEDC,01/08/2021,band_c,730197250.3
PHEDC,01/08/2021,band_d,2076288161
PHEDC,01/08/2021,band_e,647677052.2
PHEDC,01/09/2021,lifeline,1676403
PHEDC,01/09/2021,band_a,1434312986
PHEDC,01/09/2021,band_b,1148821309
PHEDC,01/09/2021,band_c,817009974.3
PHEDC,01/09/2021,band_d,2342224910
PHEDC,01/09/2021,band_e,396387516.1
PHEDC,01/10/2021,lifeline,365984.2
PHEDC,01/10/2021,band_a,1744988476
PHEDC,01/10/2021,band_b,1363967318
PHEDC,01/10/2021,band_c,847278458.9
